Name,age,team,pos,PA,AB,H,2B,3B,HR,BB,SO,P/PA,BA,OBP,SLG,OPS,Year
Cody Stanley,28,Angels,LF,641,601,156,32,22,11,40,123,3.1107644305772233,0.259567387687188,0.30577223088923555,0.44093178036605657,0.7467040112552921,2016
Colin Rea,28,Cubs,CF,622,585,151,39,22,8,37,222,3.4565916398713825,0.25811965811965815,0.3022508038585209,0.441025641025641,0.7432764448841619,2016
Corban Joseph,32,Twins,P,681,631,121,28,14,3,50,278,3.9280469897209986,0.19175911251980982,0.2511013215859031,0.294770206022187,0.5458715276080901,2016
Corey Lee,24,Diamondbacks,RF,631,569,166,31,22,10,62,120,3.38351822503962,0.29173989455184535,0.3613312202852615,0.47627416520210897,0.8376053854873704,2016
Cory Mazzoni,31,White Sox,LF,637,556,125,25,22,4,81,112,3.4929356357927785,0.22482014388489208,0.32339089481946626,0.37050359712230213,0.6938944919417684,2016
Dan Winkler,36,Dodgers,2B,702,567,118,32,22,0,135,305,4.323361823361823,0.20811287477954143,0.3603988603988604,0.3421516754850088,0.7025505358838692,2016
Daniel Fields,33,Giants,1B,740,701,175,48,22,18,39,98,3.0081081081081082,0.24964336661911554,0.2891891891891892,0.4579172610556348,0.7471064502448239,2016
Danny Mota,24,Royals,2B,678,627,107,22,25,0,51,197,3.4985250737463125,0.17065390749601275,0.23303834808259588,0.28548644338118023,0.5185247914637761,2016
Danny Rios,25,Mets,3B,715,680,137,27,25,7,35,196,3.2881118881118883,0.20147058823529412,0.24055944055944056,0.34558823529411764,0.5861476758535582,2016
Darren Clarke,26,Rangers,1B,731,662,117,27,23,1,69,252,3.6757865937072505,0.17673716012084592,0.25444596443228457,0.29154078549848944,0.545986749930774,2016
Dave Davidson,29,Pirates,P,688,608,146,29,19,13,80,95,3.446220930232558,0.24013157894736842,0.32848837209302323,0.4144736842105263,0.7429620563035495,2016
Dave Gassner,29,Rays,1B,737,659,221,49,28,8,78,159,3.5047489823609226,0.3353566009104704,0.4056987788331072,0.5311077389984825,0.9368065178315896,2016
Dave Maurer,28,Red Sox,1B,698,620,128,28,24,0,78,161,3.5630372492836675,0.2064516129032258,0.29512893982808025,0.32903225806451614,0.6241611978925964,2016
David Moraga,33,Blue Jays,2B,701,638,114,29,13,0,63,119,3.202567760342368,0.1786833855799373,0.2524964336661912,0.26489028213166144,0.5173867157978527,2016
Dean Hartgraves,36,Nationals,RF,587,551,142,36,22,7,36,124,3.27427597955707,0.2577132486388385,0.303236797274276,0.44101633393829404,0.74425313121257,2016
Dennis Dove,27,Angels,3B,678,645,170,47,28,13,33,164,3.2949852507374633,0.26356589147286824,0.2994100294985251,0.48372093023255813,0.7831309597310832,2016
Denny Harriger,32,Cardinals,P,671,639,175,41,15,19,32,91,3.12220566318927,0.27386541471048514,0.30849478390462,0.47417840375586856,0.7826731876604885,2016
Deolis Guerra,31,Athletics,LF,619,586,110,20,23,2,33,132,3.237479806138934,0.18771331058020477,0.2310177705977383,0.310580204778157,0.5415979753758953,2016
Devon Lowery,32,Phillies,CF,640,566,186,44,23,12,74,218,3.940625,0.3286219081272085,0.40625,0.5512367491166078,0.9574867491166078,2016
Domingo Guzman,30,Reds,LF,657,632,98,14,26,2,25,241,3.537290715372907,0.1550632911392405,0.1872146118721461,0.2689873417721519,0.456201953644298,2016
Donnie Joseph,34,Brewers,3B,674,619,121,25,27,1,55,123,3.2002967359050447,0.19547657512116318,0.26112759643916916,0.32794830371567046,0.5890759001548396,2016
Donzell McDonald,31,Mets,1B,748,683,131,24,25,0,65,170,3.4532085561497325,0.191800878477306,0.2620320855614973,0.3001464128843338,0.5621784984458311,2016
Doug Clark,35,Rangers,LF,658,637,137,29,18,5,21,140,3.059270516717325,0.2150706436420722,0.24012158054711247,0.34065934065934067,0.5807809212064532,2016
Drew Anderson,29,Angels,SS,657,606,203,40,21,22,51,78,2.958904109589041,0.334983498349835,0.3866057838660578,0.5792079207920792,0.965813704658137,2016
Drew Meyer,32,Diamondbacks,SS,702,638,131,23,25,4,64,152,3.3703703703703702,0.20532915360501566,0.2777777777777778,0.3385579937304075,0.6163357715081853,2016
Dusty Wathan,29,Mets,P,717,673,182,43,24,18,44,148,3.2343096234309625,0.2704309063893016,0.31520223152022314,0.48588410104011887,0.801086332560342,2016
Eddie Kunz,34,Yankees,1B,666,643,107,23,23,0,23,276,3.5615615615615615,0.16640746500777606,0.19519519519519518,0.2737169517884914,0.4689121469836866,2016
Eddie Zosky,22,Nationals,C,715,674,171,42,18,11,41,87,2.918881118881119,0.25370919881305637,0.2965034965034965,0.41839762611275966,0.7149011226162562,2016
Eduardo Villacis,32,Rockies,CF,597,575,146,32,14,13,22,86,2.864321608040201,0.2539130434782609,0.2814070351758794,0.4260869565217391,0.7074939916976185,2016
Edwin Bellorin,34,Rays,RF,631,565,134,31,28,0,66,169,3.659270998415214,0.23716814159292035,0.31695721077654515,0.3911504424778761,0.7081076532544213,2016
Elias Diaz,31,Cubs,P,653,603,170,36,31,17,50,97,3.25114854517611,0.28192371475953565,0.33690658499234305,0.5290215588723052,0.8659281438646482,2016
Eric Cyr,23,Mets,C,769,731,202,45,23,21,38,131,2.9336801040312093,0.2763337893296854,0.31209362808842656,0.48700410396716826,0.7990977320555948,2016
Eric Farris,34,Angels,P,653,608,119,24,19,4,45,154,3.3721286370597245,0.19572368421052633,0.25114854517611024,0.31743421052631576,0.568582755702426,2016
Eric Fornataro,27,Marlins,3B,663,590,169,37,19,23,73,116,3.3423831070889896,0.2864406779661017,0.3650075414781297,0.5305084745762711,0.8955160160544009,2016
Eric Hull,27,Rangers,P,685,640,163,30,26,13,45,120,3.4014598540145986,0.2546875,0.30364963503649633,0.44375,0.7473996350364963,2016
Eric Hurley,23,Yankees,2B,648,608,146,34,24,4,40,110,3.060185185185185,0.24013157894736842,0.28703703703703703,0.39473684210526316,0.6817738791423003,2016
Evan MacLane,27,Rays,3B,709,652,226,48,18,27,57,87,3.073342736248237,0.34662576687116564,0.3991537376586742,0.5996932515337423,0.9988469891924165,2016
Francisco Pena,36,Twins,3B,686,626,127,29,27,2,60,115,3.206997084548105,0.20287539936102236,0.2725947521865889,0.3450479233226837,0.6176426755092725,2016
Francisco Santos,31,Brewers,SS,647,612,164,38,19,24,35,84,2.982998454404946,0.2679738562091503,0.3075734157650695,0.5098039215686274,0.817377337333697,2016
Frank Gracesqui,25,Padres,1B,739,670,142,36,23,0,69,226,3.7253044654939105,0.21194029850746268,0.2855209742895805,0.33432835820895523,0.6198493324985357,2016
Gabe Gonzalez,25,Giants,P,697,658,189,42,24,15,39,96,3.1319942611190816,0.2872340425531915,0.32711621233859395,0.49240121580547114,0.8195174281440651,2016
Greg Mullins,24,Dodgers,1B,726,689,124,28,15,2,37,182,3.1914600550964187,0.1799709724238026,0.22176308539944903,0.2728592162554427,0.49462230165489174,2016
Guido Knudson,33,Yankees,C,690,663,164,31,23,12,27,168,3.0521739130434784,0.2473604826546003,0.2768115942028985,0.4177978883861237,0.6946094825890222,2016
Hernan Iribarren,34,Yankees,3B,624,585,117,23,19,6,39,137,3.28525641025641,0.2,0.25,0.335042735042735,0.585042735042735,2016
Hiram Burgos,31,Mariners,LF,616,515,100,30,18,0,101,238,4.175324675324675,0.1941747572815534,0.3262987012987013,0.32233009708737864,0.6486287983860799,2016
Humberto Sanchez,31,Rockies,3B,652,603,140,37,29,8,49,151,3.401840490797546,0.23217247097844113,0.2898773006134969,0.4295190713101161,0.7193963719236129,2016
Jaime Bubela,25,Mariners,3B,655,624,108,38,14,3,31,171,3.26412213740458,0.17307692307692307,0.21221374045801528,0.2932692307692308,0.5054829712272461,2016
Jake Robbins,30,Rays,2B,726,666,197,45,23,19,60,88,3.1019283746556474,0.2957957957957958,0.35399449035812675,0.5180180180180181,0.8720125083761447,2016
James Pazos,36,Indians,SS,649,628,113,25,19,2,21,155,3.2234206471494606,0.17993630573248406,0.20647149460708783,0.2898089171974522,0.4962804118045401,2016
Jared Wells,25,Twins,CF,625,592,156,32,24,19,33,199,3.4656,0.2635135135135135,0.3024,0.49493243243243246,0.7973324324324325,2016
Jarrett Parker,33,White Sox,SS,663,610,172,41,12,19,53,81,3.0437405731523377,0.2819672131147541,0.3393665158371041,0.4819672131147541,0.8213337289518582,2016
Jason Alfaro,31,Yankees,RF,560,514,128,18,23,14,46,61,2.9571428571428573,0.2490272373540856,0.3107142857142857,0.45525291828793774,0.7659672040022234,2016
Jason Beverlin,34,White Sox,RF,599,556,131,25,31,3,43,113,3.4040066777963274,0.2356115107913669,0.2904841402337229,0.40827338129496404,0.698757521528687,2016
Jason Gilfillan,30,Diamondbacks,2B,730,679,219,55,29,17,51,77,2.989041095890411,0.3225331369661267,0.3698630136986301,0.5640648011782032,0.9339278148768333,2016
Jason Gurka,24,Cardinals,1B,721,666,163,36,24,5,55,102,3.1095700416088765,0.24474474474474475,0.30235783633841884,0.3933933933933934,0.6957512297318122,2016
Jason Pearson,25,White Sox,1B,717,593,169,36,18,13,124,120,3.6373779637377965,0.28499156829679595,0.4086471408647141,0.47217537942664417,0.8808225202913582,2016
Jay Sborz,35,Indians,C,721,677,126,31,25,0,44,215,3.48127600554785,0.1861152141802068,0.23578363384188628,0.30576070901033975,0.541544342852226,2016
Jeff Baisley,29,Mariners,C,718,648,180,30,22,13,70,134,3.235376044568245,0.2777777777777778,0.34818941504178275,0.4521604938271605,0.8003499088689432,2016
Jeff Ball,24,Orioles,1B,716,665,190,48,35,9,51,150,3.1773743016759775,0.2857142857142857,0.3365921787709497,0.5037593984962406,0.8403515772671903,2016
Jerad Head,25,Mets,CF,654,592,178,40,25,12,62,130,3.4464831804281344,0.30067567567567566,0.3669724770642202,0.5135135135135135,0.8804859905777337,2016
Jesse English,33,Indians,1B,710,634,127,25,33,2,76,195,3.780281690140845,0.20031545741324921,0.2859154929577465,0.35331230283911674,0.6392277957968633,2016
Jesus Delgado,26,Pirates,1B,724,655,142,35,32,3,69,180,3.705801104972376,0.216793893129771,0.2914364640883978,0.3816793893129771,0.6731158534013749,2016
Jett Bandy,24,Tigers,CF,651,586,191,44,24,26,65,106,3.182795698924731,0.32593856655290104,0.3932411674347158,0.6160409556313993,1.009282123066115,2016
Jim Stoops,25,Nationals,SS,644,594,129,30,26,6,50,90,3.18944099378882,0.21717171717171718,0.2779503105590062,0.38552188552188554,0.6634721960808918,2016
Jimmy Barthmaier,34,Cubs,3B,677,646,149,27,21,12,31,169,3.2983751846381093,0.2306501547987616,0.2658788774002954,0.3931888544891641,0.6590677318894596,2016
Joe Benson,33,Twins,RF,602,551,108,23,20,5,51,149,3.528239202657807,0.19600725952813067,0.26411960132890366,0.33756805807622503,0.6016876594051287,2016
Joe Bisenius,34,Pirates,SS,665,582,135,20,32,3,83,166,3.6330827067669174,0.23195876288659795,0.32781954887218046,0.3917525773195876,0.719572126191768,2016
Joe Depastino,35,Athletics,C,716,674,171,38,28,22,42,102,3.106145251396648,0.25370919881305637,0.29748603351955305,0.4910979228486647,0.7885839563682178,2016
Joe Girardi,34,Astros,RF,613,571,106,26,19,4,42,170,3.4584013050570963,0.18563922942206654,0.24143556280587275,0.318739054290718,0.5601746170965908,2016
Joe Ross,36,Marlins,1B,710,680,178,39,25,11,30,142,3.0577464788732396,0.26176470588235295,0.29295774647887324,0.4411764705882353,0.7341342170671086,2016
John Barnes,20,Tigers,C,765,728,155,45,22,7,37,149,3.073202614379085,0.2129120879120879,0.25098039215686274,0.364010989010989,0.6149913811678518,2016
John Gast,29,Marlins,CF,610,562,144,30,17,12,48,112,3.2901639344262295,0.25622775800711745,0.31475409836065577,0.43416370106761565,0.7489177994282714,2016
John Lamb,32,Athletics,SS,627,598,209,42,23,19,29,110,3.1052631578947367,0.3494983277591973,0.379585326953748,0.5919732441471572,0.9715585711009053,2016
Jon Gray,31,Cardinals,2B,706,668,159,40,21,13,38,149,3.1543909348441925,0.23802395209580837,0.2790368271954674,0.41916167664670656,0.698198503842174,2016
Jon Moscot,33,Padres,2B,711,689,180,43,22,13,22,168,3.1040787623066106,0.2612481857764877,0.2841068917018284,0.444121915820029,0.7282288075218575,2016
Jon Ratliff,32,Braves,2B,758,728,129,25,16,2,30,212,3.1846965699208445,0.1771978021978022,0.20976253298153033,0.26373626373626374,0.47349879671779405,2016
Jonathan Pettibone,25,Cardinals,CF,616,593,169,41,16,18,23,126,3.0990259740259742,0.28499156829679595,0.3116883116883117,0.4991568296795953,0.810845141367907,2016
Jordan De Jong,24,Brewers,1B,708,674,117,28,21,2,34,121,2.98728813559322,0.17359050445103857,0.2132768361581921,0.28635014836795253,0.4996269845261446,2016
Jordan Zimmerman,27,Nationals,1B,702,615,178,38,24,20,87,82,3.3732193732193734,0.2894308943089431,0.37749287749287747,0.526829268292683,0.9043221457855604,2016
Jorge Lopez,25,Red Sox,3B,662,610,185,37,25,12,52,68,2.9138972809667676,0.30327868852459017,0.3580060422960725,0.5049180327868853,0.8629240750829579,2016
Jose De Paula,31,Indians,LF,637,569,121,25,29,1,68,177,3.6279434850863423,0.2126537785588752,0.2967032967032967,0.36379613356766255,0.6604994302709593,2016
Jose Garcia,36,Pirates,LF,654,621,95,22,22,1,33,199,3.4694189602446484,0.1529790660225443,0.19571865443425077,0.2640901771336554,0.4598088315679062,2016
Jose Rodriguez,32,Royals,1B,696,659,140,32,23,13,37,147,3.0919540229885056,0.212443095599393,0.2543103448275862,0.3899848254931715,0.6442951703207577,2016
Josh Booty,32,Giants,C,765,716,180,36,33,13,49,150,3.2091503267973858,0.25139664804469275,0.29934640522875816,0.4483240223463687,0.7476704275751269,2016
Josh Butler,32,Angels,C,719,630,164,27,33,12,89,145,3.4520166898470097,0.26031746031746034,0.3518776077885953,0.4650793650793651,0.8169569728679604,2016
Josh Prince,29,Yankees,P,638,609,114,20,27,3,29,180,3.426332288401254,0.18719211822660098,0.22413793103448276,0.32348111658456485,0.5476190476190477,2016
Josh Ravin,36,Cardinals,3B,684,639,119,28,21,7,45,158,3.422514619883041,0.18622848200312989,0.23976608187134502,0.3286384976525822,0.5684045795239272,2016
Josh Rodriguez,29,Phillies,3B,704,647,182,26,27,16,57,108,3.3295454545454546,0.28129829984544047,0.33948863636363635,0.47913446676970634,0.8186231031333426,2016
Josh Smith,27,Pirates,3B,686,632,162,27,31,10,54,187,3.508746355685131,0.2563291139240506,0.31486880466472306,0.44462025316455694,0.75948905782928,2016
Josh Wall,29,Blue Jays,P,663,595,140,27,25,13,68,111,3.3846153846153846,0.23529411764705882,0.3137254901960784,0.43025210084033616,0.7439775910364146,2016
Juan Abreu,30,Nationals,CF,613,577,118,34,24,1,36,172,3.5546492659053834,0.2045060658578856,0.25122349102773245,0.35181975736568455,0.6030432483934169,2016
Justin Brunette,36,Blue Jays,RF,596,572,121,31,20,12,24,190,3.2768456375838926,0.21153846153846154,0.24328859060402686,0.3986013986013986,0.6418899892054255,2016
Justin Freeman,26,Rangers,2B,703,660,146,33,22,7,43,143,3.2347083926031295,0.22121212121212122,0.26884779516358465,0.3696969696969697,0.6385447648605543,2016
Justin Kaye,30,Red Sox,P,651,586,178,41,18,20,65,103,3.4408602150537635,0.3037542662116041,0.37327188940092165,0.537542662116041,0.9108145515169626,2016
Justin Marks,33,Twins,SS,662,632,119,21,27,4,30,247,3.4667673716012084,0.18829113924050633,0.22507552870090636,0.3259493670886076,0.551024895789514,2016
Kensuke Tanaka,33,Red Sox,LF,638,603,147,46,12,9,35,91,2.9780564263322886,0.24378109452736318,0.2852664576802508,0.4046434494195688,0.6899099070998196,2016
Kevin Mahar,28,Yankees,LF,594,526,151,28,25,5,68,110,3.4444444444444446,0.2870722433460076,0.3686868686868687,0.46387832699619774,0.8325651956830664,2016
Kevin Mattison,25,Marlins,C,723,695,105,29,22,0,28,383,3.7302904564315353,0.1510791366906475,0.1839557399723375,0.25611510791366904,0.44007084788600653,2016
Kevin Melillo,27,Indians,2B,693,670,136,38,22,6,23,117,2.930735930735931,0.20298507462686566,0.22943722943722944,0.3522388059701492,0.5816760354073787,2016
Kevin Ohme,36,Dodgers,P,689,659,107,31,15,2,30,152,3.2801161103047893,0.16236722306525037,0.1988388969521045,0.26403641881638845,0.46287531576849295,2016
Kevin Richardson,27,Reds,C,757,711,211,44,33,19,46,148,3.1453104359313078,0.2967651195499297,0.3394980184940555,0.5316455696202531,0.8711435881143086,2016
Kevin Ritz,34,Cubs,2B,694,654,107,20,22,4,40,141,3.1786743515850144,0.1636085626911315,0.21181556195965417,0.2798165137614679,0.49163207572112205,2016
Kevin Whelan,24,Rockies,2B,664,632,162,44,21,14,32,113,3.0481927710843375,0.2563291139240506,0.2921686746987952,0.4588607594936709,0.7510294341924661,2016
Kris Johnson,34,Cardinals,LF,638,597,103,28,12,4,41,112,3.153605015673981,0.17252931323283083,0.22570532915360503,0.2797319932998325,0.5054373224534375,2016
Kyle Denney,21,Blue Jays,LF,645,599,106,22,21,4,46,150,3.3813953488372093,0.17696160267111852,0.23565891472868217,0.3038397328881469,0.5394986476168291,2016
Kyle Skipworth,28,Marlins,RF,590,541,118,26,21,8,49,119,3.3813559322033897,0.21811460258780038,0.2830508474576271,0.38817005545286504,0.6712209029104921,2016
Lane Adams,33,Giants,2B,721,693,161,33,20,15,28,151,3.144244105409154,0.23232323232323232,0.2621359223300971,0.4025974025974026,0.6647333249274997,2016
Lariel Gonzalez,33,Nationals,3B,664,609,158,47,12,6,55,89,3.088855421686747,0.2594417077175698,0.3207831325301205,0.40558292282430214,0.7263660553544227,2016
Luke Allen,31,Rangers,RF,620,583,150,30,14,13,37,89,2.9161290322580644,0.25728987993138935,0.3016129032258065,0.4236706689536878,0.7252835721794944,2016
Mac Williamson,23,White Sox,3B,691,659,90,23,18,1,32,120,2.9652677279305353,0.13657056145675264,0.17655571635311143,0.2306525037936267,0.40720822014673813,2016
Mario Ramos,31,Athletics,1B,700,617,133,26,19,3,83,156,3.584285714285714,0.21555915721231766,0.30857142857142855,0.3338735818476499,0.6424450104190784,2016
Mark Strittmatter,28,Nationals,LF,637,595,109,22,19,0,42,232,3.572998430141287,0.18319327731092436,0.2370486656200942,0.28403361344537814,0.5210822790654723,2016
Matt Antonelli,28,Rays,LF,685,622,164,37,19,7,63,140,3.3532846715328466,0.26366559485530544,0.33138686131386863,0.4180064308681672,0.7493932921820359,2016
Matt Mangini,30,Orioles,LF,634,544,117,27,23,0,90,154,3.7444794952681386,0.21507352941176472,0.3264984227129338,0.3492647058823529,0.6757631285952868,2016
Matt Skrmetta,31,Athletics,RF,581,546,98,19,20,1,35,199,3.53184165232358,0.1794871794871795,0.2289156626506024,0.29304029304029305,0.5219559556908955,2016
Matt Tracy,22,Indians,RF,611,575,145,33,21,17,36,116,3.1423895253682486,0.25217391304347825,0.29623567921440264,0.47130434782608693,0.7675400270404895,2016
Matt West,35,Marlins,2B,684,666,147,37,22,3,18,150,3.0350877192982457,0.22072072072072071,0.2412280701754386,0.35585585585585583,0.5970839260312945,2016
Mauro Zarate,25,Rays,CF,662,620,103,27,18,0,42,162,3.2326283987915407,0.16612903225806452,0.2190332326283988,0.267741935483871,0.4867751681122698,2016
Max Kepler,29,White Sox,P,660,589,172,41,18,10,71,173,3.737878787878788,0.2920203735144312,0.36818181818181817,0.47368421052631576,0.8418660287081339,2016
Melvin Mercedes,25,Giants,3B,689,658,162,35,26,10,31,129,3.027576197387518,0.24620060790273557,0.28011611030478956,0.42401215805471126,0.7041282683595008,2016
Michael Reed,29,Royals,LF,616,540,134,31,14,3,76,184,3.737012987012987,0.24814814814814815,0.3409090909090909,0.37407407407407406,0.7149831649831649,2016
Mike Cervenak,25,Pirates,C,746,705,110,16,33,0,41,277,3.64343163538874,0.15602836879432624,0.20241286863270777,0.2723404255319149,0.47475329416462264,2016
Mike Grzanich,34,Phillies,C,760,704,172,41,18,13,56,165,3.3960526315789474,0.24431818181818182,0.3,0.4090909090909091,0.7090909090909091,2016
Mike Jerzembeck,26,Tigers,2B,740,672,156,28,23,5,68,140,3.402702702702703,0.23214285714285715,0.3027027027027027,0.3645833333333333,0.667286036036036,2016
Mike Metcalfe,27,Brewers,RF,588,559,163,40,15,19,29,64,2.8316326530612246,0.29159212880143115,0.32653061224489793,0.518783542039356,0.8453141542842539,2016
Mike Neill,26,Reds,RF,622,546,182,41,9,21,76,66,3.2282958199356915,0.3333333333333333,0.41479099678456594,0.5567765567765568,0.9715675535611228,2016
Mike Romano,30,Mets,2B,731,693,203,46,27,18,38,174,3.274965800273598,0.29292929292929293,0.32968536251709984,0.5151515151515151,0.844836877668615,2016
Mike Saipe,27,Orioles,SS,647,618,204,41,20,21,29,63,2.8500772797527048,0.3300970873786408,0.3601236476043277,0.5631067961165048,0.9232304437208325,2016
Mike Schultz,29,Braves,RF,662,573,139,33,19,5,89,132,3.6419939577039275,0.2425828970331588,0.34441087613293053,0.39267015706806285,0.7370810332009934,2016
Mike Welch,30,Padres,LF,660,599,193,43,25,21,61,126,3.4060606060606062,0.32220367278797996,0.38484848484848483,0.5826377295492488,0.9674862143977336,2016
Nate Rolison,36,Blue Jays,3B,678,623,119,24,19,2,55,175,3.377581120943953,0.19101123595505617,0.25663716814159293,0.3001605136436597,0.5567976817852527,2016
Nefi Ogando,22,Cubs,LF,635,567,202,47,25,15,68,65,3.1653543307086616,0.3562610229276896,0.4251968503937008,0.6067019400352733,1.0318987904289743,2016
Nevin Ashley,28,Dodgers,3B,695,608,206,43,11,22,87,156,3.6014388489208633,0.33881578947368424,0.42158273381294964,0.5542763157894737,0.9758590496024233,2016
Onelki Garcia,28,Marlins,SS,649,587,154,32,20,8,62,104,3.2526964560862868,0.262350936967632,0.33281972265023113,0.42589437819420783,0.7587141008444389,2016
Orlando Calixte,33,Twins,1B,729,630,164,32,37,7,99,178,3.718792866941015,0.26031746031746034,0.3607681755829904,0.46190476190476193,0.8226729374877524,2016
Paul O'Neill,22,Astros,1B,717,683,169,36,19,13,34,113,2.9456066945606696,0.24743777452415813,0.28312412831241285,0.4128843338213763,0.6960084621337892,2016
Paul Wagner,29,Royals,P,656,609,175,33,18,11,47,116,3.2652439024390243,0.28735632183908044,0.3384146341463415,0.4548440065681445,0.7932586407144859,2016
Pedro Severino,25,Diamondbacks,P,698,595,174,37,31,14,103,140,3.669054441260745,0.292436974789916,0.3968481375358166,0.5294117647058824,0.926259902241699,2016
Peter Zoccolillo,35,Athletics,P,647,619,146,40,21,10,28,171,3.347758887171561,0.2358642972536349,0.2689335394126739,0.4168012924071082,0.6857348318197821,2016
Philip Barzilla,35,Yankees,CF,580,547,104,20,13,11,33,75,3.0689655172413794,0.19012797074954296,0.23620689655172414,0.33455210237659966,0.5707589989283238,2016
R.J. Swindle,33,Brewers,C,719,661,179,37,27,16,58,98,3.031988873435327,0.2708018154311649,0.32962447844228093,0.481089258698941,0.8107137371412219,2016
Ramon Cabrera,32,Angels,RF,599,543,113,25,22,5,56,83,3.1252086811352253,0.20810313075506445,0.28213689482470783,0.36279926335174956,0.6449361581764574,2016
Ramon Flores,36,Indians,CF,622,597,164,40,22,13,25,87,2.8086816720257235,0.2747068676716918,0.30385852090032156,0.4807370184254606,0.7845955393257822,2016
Raudel Lazo,34,Dodgers,SS,678,578,189,41,24,15,100,97,3.405604719764012,0.32698961937716264,0.42625368731563423,0.5588235294117647,0.9850772167273989,2016
Rick Heiserman,35,Brewers,CF,608,577,104,38,12,3,31,154,3.3240131578947367,0.18024263431542462,0.22203947368421054,0.30329289428076256,0.5253323679649731,2016
Rickey Cradle,25,Red Sox,C,711,674,100,20,13,2,37,295,3.60056258790436,0.14836795252225518,0.19268635724331926,0.22551928783382788,0.41820564507714714,2016
Rico Washington,33,Yankees,SS,614,588,93,22,14,0,26,141,3.0944625407166124,0.15816326530612246,0.19381107491856678,0.24319727891156462,0.43700835383013137,2016
Rob Sasser,27,Braves,P,731,626,233,54,30,20,105,121,3.5704514363885087,0.3722044728434505,0.46238030095759236,0.6501597444089456,1.112540045366538,2016
Rod Henderson,26,Dodgers,C,739,648,126,29,29,0,91,188,3.665764546684709,0.19444444444444445,0.2936400541271989,0.3287037037037037,0.6223437578309026,2016
Rodrigo Rosario,32,Athletics,2B,676,628,143,29,20,11,48,117,3.198224852071006,0.22770700636942676,0.28254437869822485,0.39012738853503187,0.6726717672332567,2016
Roger Deago,34,Indians,3B,667,627,145,27,27,7,40,172,3.3628185907046477,0.23125996810207336,0.2773613193403298,0.3939393939393939,0.6713007132797237,2016
Ron Wright,36,Diamondbacks,CF,661,636,130,26,18,9,25,142,3.146747352496218,0.20440251572327045,0.2344931921331316,0.3443396226415094,0.578832814774641,2016
Rudy Owens,27,Orioles,2B,691,638,174,37,23,12,53,81,3.0014471780028944,0.2727272727272727,0.32850940665701883,0.4592476489028213,0.7877570555598401,2016
Ryan Bradley,26,Tigers,1B,749,667,193,41,32,13,82,150,3.348464619492657,0.2893553223388306,0.3671562082777036,0.5052473763118441,0.8724035845895477,2016
Ryan Brett,24,Braves,C,798,737,172,43,25,12,61,157,3.275689223057644,0.23337856173677068,0.29197994987468673,0.4084124830393487,0.7003924329140354,2016
Ryan Lollis,23,Cubs,C,738,690,125,35,28,1,48,347,3.848238482384824,0.18115942028985507,0.23441734417344173,0.3173913043478261,0.5518086485212679,2016
Sam Marsonek,24,Rockies,LF,615,577,102,26,16,0,38,275,3.700813008130081,0.17677642980935876,0.22764227642276422,0.2772963604852686,0.5049386369080329,2016
Sam Narron,23,Diamondbacks,LF,683,565,104,23,23,1,118,209,3.937042459736457,0.184070796460177,0.32503660322108346,0.31150442477876106,0.6365410279998445,2016
Scott Alexander,23,Twins,C,736,668,235,48,22,28,68,159,3.3614130434782608,0.35179640718562877,0.4116847826086957,0.6152694610778443,1.02695424368654,2016
Scott Brosius,30,Astros,CF,622,567,127,37,20,3,55,107,3.2057877813504825,0.2239858906525573,0.29260450160771706,0.37566137566137564,0.6682658772690927,2016
Scott Copeland,33,Tigers,P,697,606,198,50,24,23,91,91,3.5251076040172165,0.32673267326732675,0.4146341463414634,0.6023102310231023,1.0169443773645657,2016
Scott McGough,33,Dodgers,LF,660,587,196,47,25,26,73,99,3.327272727272727,0.3339011925042589,0.4075757575757576,0.6320272572402045,1.039603014815962,2016
Scott Patterson,25,Royals,C,718,678,124,21,24,5,40,134,3.083565459610028,0.18289085545722714,0.22841225626740946,0.30678466076696165,0.5351969170343711,2016
Scott Wiggins,24,White Sox,C,733,697,139,37,31,2,36,126,3.019099590723056,0.1994261119081779,0.23874488403819918,0.3500717360114778,0.5888166200496769,2016
Severino Gonzalez,25,Cardinals,SS,665,618,192,49,17,18,47,92,3.133834586466165,0.3106796116504854,0.3593984962406015,0.5323624595469255,0.891760955787527,2016
Shane Komine,31,Reds,1B,738,708,120,19,25,0,30,235,3.388888888888889,0.1694915254237288,0.2032520325203252,0.2669491525423729,0.4702011850626981,2016
Shannon Withem,22,Braves,3B,740,659,140,27,29,5,81,150,3.4945945945945946,0.212443095599393,0.29864864864864865,0.36418816388467373,0.6628368125333224,2016
Shawn Armstrong,30,Reds,2B,718,635,186,40,19,22,83,93,3.213091922005571,0.2929133858267717,0.3746518105849582,0.5196850393700787,0.8943368499550369,2016
Shawn Boskie,29,Padres,RF,625,584,156,36,25,9,41,142,3.2512,0.2671232876712329,0.3152,0.4606164383561644,0.7758164383561643,2016
Steve Connelly,33,Orioles,C,717,638,188,47,19,21,79,94,3.3765690376569037,0.2946708463949843,0.3723849372384937,0.5266457680250783,0.899030705263572,2016
Steve Falteisek,22,Padres,SS,675,638,134,29,27,7,37,172,3.2503703703703706,0.21003134796238246,0.25333333333333335,0.3730407523510972,0.6263740856844305,2016
